mc	mn	onset	label
41	40	0	i6
41	40	1/8	#viio
41	40	1/4	i
42	41	0	V.V(64)
42	41	1/8	viio6\\
42	41	1/4	V
43	42	0	vi7
43	42	1/4	V6
44	43	0	I
44	43	1/4	V
45	44	0	vi7
45	44	1/4	V6
46	45	0	I
47	46	0	ii7
47	46	1/4	I6
48	47	0	IV
48	47	1/4	V7/V
49	48	0	V
49	48	1/4	V7/vi
50	49	0	vi
50	49	1/4	V7
51	50	0	I
51	50	1/4	V43/V
52	51	0	V[V
52	51	1/4	viio/V
52	51	3/8	V7
53	52	0	I6
53	52	1/4	I
54	53	0	V
54	53	1/4	viio/V
54	53	3/8	V7
55	54	0	I6
55	54	1/4	I
56	55	0	V
56	55	1/4	vi7
56	55	3/8	ii64
57	56	0	V7
57	56	1/8	I
57	56	1/4	viio7/V
57	56	3/8	iio6
58	57	0	I6(2)
58	57	1/8	i6
58	57	1/4	V
58	57	3/8	vii%7/V
59	58	0	V
59	58	1/8	viio7/V
59	58	1/4	V
59	58	3/8	V7/V
60	59	0	V
60	59	3/8	V7\\
61	60	1/4	I
62	61	0	V7
63	62	0	I6
63	62	1/4	I
64	63	0	V7
65	64	0	I6
65	64	1/4	I
66	65	0	V7
67	66	0	I6
67	66	1/4	I
68	67	0	V7]
69	68	0	vi
69	68	1/4	viio6/V
70	69	0	V7
70	69	3/8	V65
71	70	0	I
71	70	1/8	ii6
71	70	1/4	V(64)
71	70	3/8	V7
72	71	0	I\\
72	71	1/4	V[i
73	72	0	V7
74	73	0	i6
74	73	1/4	i
75	74	0	V7
76	75	0	i6
76	75	1/4	i
77	76	0	V7]
78	77	0	.bVI[bVI
79	78	1/8	V6/iv
79	78	1/4	iv
79	78	3/8	.Ger6]
80	79	0	V(64)
81	80	1/4	V
82	81	0	I\\
82	81	1/4	vi
83	82	0	I.IV
83	82	1/4	ii6
84	83	0	V[V7
84	83	1/4	I
85	84	0	V7
85	84	1/4	I
86	85	0	V]
86	85	1/4	I
87	86	0	V
87	86	1/4	I
88	87	0	V
88	87	1/4	I6
89	88	0	ii6
89	88	1/4	V43
90	89	0	#viio7/vi
91	90	0	vi
91	90	1/4	V7/V
92	91	0	V\\
92	91	1/4	V7\\
96	95	1/4	I[I
97	96	0	ii6
97	96	1/4	V2
98	97	0	I
99	98	0	IV
99	98	1/8	V
99	98	1/4	vi
99	98	3/8	IV
100	99	0	#viio/iii]
100	99	1/8	I6
100	99	1/4	V65/ii
101	100	0	V/V
101	100	1/4	V65
102	101	0	I
102	101	3/8	I6
103	102	0	ii6
103	102	3/8	V65/V
104	103	0	V(64)
104	103	1/8	V\\
104	103	1/4	I[I
105	104	0	ii6
105	104	1/4	V2
106	105	0	I
107	106	0	IV
107	106	1/8	V
107	106	1/4	vi
107	106	3/8	IV
108	107	0	#viio/iii]
108	107	1/8	I6
108	107	1/4	V65/IV
109	108	0	IV
109	108	1/8	ii
109	108	1/4	V6
109	108	3/8	I
110	109	0	IV6
110	109	1/8	viio
110	109	1/4	I
110	109	3/8	vi
111	110	0	ii6
111	110	1/4	V(64)
111	110	3/8	V
112	111	0	I\\
113	111	1/4	i.i64
114	112	0	i[i
118	116	0	iv
118	116	1/8	i
119	117	0	iv]
119	117	1/8	i6
120	118	0	V(4)/V
120	118	1/8	V/V
120	118	1/4	V65
121	119	0	i(4)
121	119	1/8	i
121	119	3/8	i6
122	120	0	iio6
122	120	3/8	V65/V
123	121	0	V
123	121	1/4	#vi%2
123	121	3/8	V2
124	122	0	i6
124	122	1/8	i
124	122	3/8	i6
125	123	0	V[V
125	123	1/4	viio/V
125	123	3/8	V7
126	124	0	i6
126	124	1/4	i
126	124	3/8	i6
127	125	0	V
127	125	1/8	i
127	125	1/4	V
127	125	3/8	#vi%7
128	126	0	V
128	126	1/8	i
128	126	1/4	V
128	126	3/8	#vi%7
129	127	0	V]\\
130	128	1/4	.bVI.V[I
131	129	0	V7
132	130	0	I6
132	130	1/4	I
133	131	0	V7
134	132	0	I6
134	132	3/8	V
135	133	0	I
135	133	1/8	ii-viio6
135	133	1/4	I6
135	133	3/8	IV
136	134	0	V7
136	134	1/4	I6
136	134	3/8	V
137	135	0	I
137	135	1/8	ii-viio6
137	135	1/4	I6
137	135	3/8	IV
138	136	0	V7
138	136	1/4	I6
138	136	3/8	V]
139	137	0	V2/IV
139	137	1/4	IV6
139	137	3/8	I6
140	138	0	IV\\
140	138	1/4	IV
141	139	0	V7
141	139	3/8	vii%7
142	140	0	I
142	140	1/8	ii6
142	140	1/4	V(64)
142	140	3/8	V7
143	141	0	I\\
143	141	1/4	I6
144	142	0	ii7
144	142	1/4	I6
145	143	0	IV
145	143	1/4	.bvii.V6
146	144	0	VIM65
146	144	1/8	#vi%65
146	144	1/4	v65
146	144	3/8	V65
147	145	0	i6
147	145	1/4	.biii.V6
148	146	0	VIM65
148	146	1/8	#vi%65
148	146	1/4	v65
148	146	3/8	V65
149	147	0	i6
149	147	1/4	i.V7/iv
150	148	0	iv
150	148	1/4	V7
151	149	0	iv
152	150	0	iv6
152	150	1/4	iio64
152	150	3/8	V65/V
153	151	0	V
153	151	1/4	#vi%2
153	151	3/8	V2
154	152	0	i6
154	152	1/8	i
154	152	3/8	i6
155	153	0	V
155	153	1/4	viio/V
155	153	3/8	V7
156	154	0	i6
156	154	1/4	i
156	154	3/8	i6
157	155	0	V
157	155	1/8	i
157	155	1/4	V
157	155	3/8	#vi%2
158	156	0	V
158	156	1/8	i
158	156	1/4	V
158	156	3/8	#vi%2
159	157	0	V\\
159	157	1/4	i64]
160	158	0	i[i
164	162	0	iv
164	162	1/8	i
165	163	0	iv]
165	163	1/8	i6
166	164	0	V(4)/V
166	164	1/8	V/V
166	164	1/4	V65
167	165	0	i(4)
167	165	1/8	i
167	165	3/8	i6
168	166	0	iio6
168	166	1/4	V(64)
168	166	3/8	V7
169	167	0	VI
169	167	1/4	V65/V
170	168	0	V(64)
170	168	1/4	V7
171	169	0	i\\
172	169	1/4	I.I[I
173	170	0	ii6
173	170	1/4	V2
174	171	0	I
175	172	0	IV
175	172	1/8	V
175	172	1/4	vi
175	172	3/8	IV
176	173	0	#viio/iii]
176	173	1/8	I6
176	173	1/4	V65/ii
177	174	0	V/V
177	174	1/4	V65
178	175	0	I
178	175	3/8	I6
179	176	0	ii6
179	176	3/8	V65/V
180	177	0	V(64)
180	177	1/8	V\\
180	177	1/4	I[I
181	178	0	ii6
181	178	1/4	V2
182	179	0	I
183	180	0	IV
183	180	1/8	V
183	180	1/4	vi
183	180	3/8	IV
184	181	0	#viio/iii]
184	181	1/8	I6
184	181	1/4	V65/IV
185	182	0	IV
185	182	1/8	ii
185	182	1/4	V6
185	182	3/8	I
186	183	0	IV6
186	183	1/8	viio
186	183	1/4	I
186	183	3/8	vi
187	184	0	ii6
187	184	1/4	V(64)
187	184	3/8	V
188	185	0	I\\
188	185	1/4	V[V
189	186	0	V6/V
189	186	1/4	V7
190	187	0	I
190	187	1/4	V
191	188	0	I
191	188	1/4	ii
192	189	0	V
192	189	1/4	I
193	190	0	vi
193	190	1/4	V65/V
194	191	0	I]\\
194	191	1/4	I6
194	191	3/8	I
195	192	0	V43
195	192	1/4	I6
195	192	3/8	I
196	193	0	V43
196	193	1/4	I6
196	193	3/8	V64
197	194	0	I
197	194	1/8	IV6
197	194	1/4	I64
197	194	3/8	IV6
198	195	0	V
198	195	1/4	V7
198	195	3/8	vi
199	196	0	ii6(2)
199	196	1/8	ii6
199	196	1/4	V7
200	197	0	I\\
200	197	1/4	I6
200	197	3/8	I
201	198	0	V43
201	198	1/4	I6
201	198	3/8	I
202	199	0	V43
202	199	1/4	I6
202	199	3/8	V64
203	200	0	I
203	200	1/8	IV6
203	200	1/4	I64
203	200	3/8	IV6
204	201	0	V2
204	201	3/8	I6
205	202	0	ii6
205	202	1/4	V(64)
205	202	3/8	V
206	203	0	I[I
206	203	1/4	V2
207	204	0	I
207	204	1/4	V2
208	205	0	I]\\
