mc	mn	onset	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
21	20	0	vi	D	V		vi	vi						m	0	0	3, 0, 4		3	3
21	20	1/4	I64	D	V		I64	I		64				M	0	0	1, 0, 4		0	1
21	20	3/8	ii6	D	V		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
21	20	1/2	I6	D	V		I6	I		6				M	0	0	4, 1, 0		0	4
21	20	5/8	ii	D	V		ii	ii						m	0	0	2, -1, 3		2	2
22	21	0	V(64)	D	V		V(64)	V			64			M	0	0	1, 0, 4		1	1
22	21	1/8	V	D	V		V	V						M	0	0	1, 5, 2		1	1
22	21	1/4	vii.i	D	vii		i	i						m	0	1	0, -3, 1		0	0
22	21	3/8	V(64)	D	vii		V(64)	V			64			M	0	1	1, 0, -3		1	1
22	21	1/2	V	D	vii		V	V						M	0	1	1, 5, 2		1	1
22	21	5/8	i	D	vii		i	i						m	0	1	0, -3, 1		0	0
23	22	0	V(64)	D	vii		V(64)	V			64			M	0	1	1, 0, -3		1	1
23	22	1/4	V.viio	D	V		viio	vii	o					o	0	0	5, 2, -1		5	5
23	22	3/8	I	D	V		I	I						M	0	0	0, 4, 1		0	0
23	22	1/2	viio6(2)	D	V		viio6(2)	vii	o	6	2			o	0	0	2, -1, 0		5	2
23	22	5/8	viio/IV	D	V		viio/IV	vii	o			IV		o	0	0	4, 1, -2		4	4
24	23	0	IV	D	V		IV	IV						M	0	0	-1, 3, 0		-1	-1
24	23	1/8	ii	D	V		ii	ii						m	0	0	2, -1, 3		2	2
24	23	1/4	IV64	D	V		IV64	IV		64				M	0	0	0, -1, 3		-1	0
24	23	3/8	vii%7	D	V		vii%7	vii	%	7				%7	0	0	5, 4, 11, 3		5	5
24	23	1/2	I	D	V		I	I						M	0	0	0, 4, 1		0	0
24	23	5/8	vi	D	V		vi	vi						m	0	0	3, 0, 4		3	3
25	24	0	IV	D	V		IV	IV						M	0	0	-1, 3, 0		-1	-1
25	24	1/8	V(64)	D	V		V(64)	V			64			M	0	0	1, 0, 4		1	1
25	24	1/4	V7	D	V		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
25	24	3/8	I\\	D	V		I	I					\\	M	0	0	0, 4, 1		0	0
26	24	5/8	V	D	V		V	V						M	0	0	1, 5, 2		1	1
27	25	0	I[I	D	V	I	I	I						M	0	0	0, 4, 1		0	0
27	25	5/8	V+/IV	D	V	I	V+/IV	V	+			IV		+	0	0	0, 4, 8		0	0
28	26	0	IV	D	V	I	IV	IV						M	0	0	-1, 3, 0		-1	-1
28	26	3/8	I	D	V	I	I	I						M	0	0	0, 4, 1		0	0
29	27	0	IV6	D	V	I	IV6	IV		6				M	0	0	3, 0, -1		-1	3
29	27	3/8	I]	D	V	I	I	I						M	0	0	0, 4, 1		0	0
30	28	0	V7	D	V		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
30	28	3/8	I\\	D	V		I	I					\\	M	0	0	0, 4, 1		0	0
31	29	0	V7	D	V		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
31	29	1/4	I	D	V		I	I						M	0	0	0, 4, 1		0	0
31	29	3/8	V43	D	V		V43	V		43				Mm7	0	0	2, -1, 1, 5		1	2
32	30	0	I6	D	V		I6	I		6				M	0	0	4, 1, 0		0	4
32	30	3/8	V65\\	D	V		V65	V		65			\\	Mm7	0	0	5, 2, -1, 1		1	5
33	31	0	I	D	V		I	I						M	0	0	0, 4, 1		0	0
33	31	3/8	I.V2	D	I		V2	V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
34	32	0	I6	D	I		I6	I		6				M	0	0	4, 1, 0		0	4
34	32	3/8	V65\\	D	I		V65	V		65			\\	Mm7	0	0	5, 2, -1, 1		1	5
35	33	0	I	D	I		I	I						M	0	0	0, 4, 1		0	0
35	33	3/8	V65/IV	D	I		V65/IV	V		65		IV		Mm7	0	0	4, 1, -2, 0		0	4
36	34	0	IV	D	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
36	34	1/4	I6	D	I		I6	I		6				M	0	0	4, 1, 0		0	4
36	34	3/8	IV6	D	I		IV6	IV		6				M	0	0	3, 0, -1		-1	3
36	34	5/8	iii6	D	I		iii6	iii		6				m	0	0	1, 5, 4		4	1
37	35	0	ii6	D	I		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
37	35	1/4	viio/V	D	I		viio/V	vii	o			V		o	0	0	6, 3, 0		6	6
37	35	3/8	V\\	D	I		V	V					\\	M	0	0	1, 5, 2		1	1
38	36	0	V64	D	I		V64	V		64				M	0	0	2, 1, 5		1	2
38	36	3/8	I6	D	I		I6	I		6				M	0	0	4, 1, 0		0	4
39	37	0	V65	D	I		V65	V		65				Mm7	0	0	5, 2, -1, 1		1	5
39	37	3/8	I(#2)	D	I		I(#2)	I			#2			M	0	0	0, 9, 1		0	0
39	37	1/2	I	D	I		I	I						M	0	0	0, 4, 1		0	0
40	38	0	V64	D	I		V64	V		64				M	0	0	2, 1, 5		1	2
40	38	3/8	I6	D	I		I6	I		6				M	0	0	4, 1, 0		0	4
41	39	0	V65	D	I		V65	V		65				Mm7	0	0	5, 2, -1, 1		1	5
41	39	3/8	I\\	D	I		I	I					\\	M	0	0	0, 4, 1		0	0
41	39	5/8	I6	D	I		I6	I		6				M	0	0	4, 1, 0		0	4
42	40	0	IV	D	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
42	40	1/4	ii	D	I		ii	ii						m	0	0	2, -1, 3		2	2
42	40	3/8	V65	D	I		V65	V		65				Mm7	0	0	5, 2, -1, 1		1	5
43	41	0	I	D	I		I	I						M	0	0	0, 4, 1		0	0
43	41	1/4	V2	D	I		V2	V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
43	41	3/8	I6	D	I		I6	I		6				M	0	0	4, 1, 0		0	4
44	42	0	IV	D	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
45	43	0	V(64)	D	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
45	43	3/8	V(4)	D	I		V(4)	V			4			M	0	0	1, 0, 2		1	1
45	43	5/8	V	D	I		V	V						M	0	0	1, 5, 2		1	1
46	44	0	I\\	D	I		I	I					\\	M	0	0	0, 4, 1		0	0
46	44	1/4	I	D	I		I	I						M	0	0	0, 4, 1		0	0
46	44	1/2	I6	D	I		I6	I		6				M	0	0	4, 1, 0		0	4
46	44	5/8	#viio/vi	D	I		#viio/vi	#vii	o			vi		o	0	0	8, 5, 2		8	8
47	45	0	vi	D	I		vi	vi						m	0	0	3, 0, 4		3	3
47	45	1/4	I64	D	I		I64	I		64				M	0	0	1, 0, 4		0	1
47	45	3/8	ii6	D	I		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
47	45	1/2	I6	D	I		I6	I		6				M	0	0	4, 1, 0		0	4
47	45	5/8	ii	D	I		ii	ii						m	0	0	2, -1, 3		2	2
48	46	0	V(64)	D	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
48	46	1/8	V	D	I		V	V						M	0	0	1, 5, 2		1	1
48	46	1/4	iii.i	D	iii		i	i						m	0	1	0, -3, 1		0	0
48	46	3/8	V(64)	D	iii		V(64)	V			64			M	0	1	1, 0, -3		1	1
48	46	1/2	V	D	iii		V	V						M	0	1	1, 5, 2		1	1
48	46	5/8	i	D	iii		i	i						m	0	1	0, -3, 1		0	0
49	47	0	V(64)	D	iii		V(64)	V			64			M	0	1	1, 0, -3		1	1
49	47	1/4	I.viio	D	I		viio	vii	o					o	0	0	5, 2, -1		5	5
49	47	3/8	I	D	I		I	I						M	0	0	0, 4, 1		0	0
49	47	1/2	viio6(2)	D	I		viio6(2)	vii	o	6	2			o	0	0	2, -1, 0		5	2
49	47	5/8	viio/IV	D	I		viio/IV	vii	o			IV		o	0	0	4, 1, -2		4	4
50	48	0	IV	D	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
50	48	1/8	ii	D	I		ii	ii						m	0	0	2, -1, 3		2	2
50	48	1/4	IV64	D	I		IV64	IV		64				M	0	0	0, -1, 3		-1	0
50	48	3/8	vii%7	D	I		vii%7	vii	%	7				%7	0	0	5, 4, 11, 3		5	5
50	48	1/2	I	D	I		I	I						M	0	0	0, 4, 1		0	0
50	48	5/8	vi	D	I		vi	vi						m	0	0	3, 0, 4		3	3
51	49	0	IV	D	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
51	49	1/8	V(64)	D	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
51	49	1/4	V7	D	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
51	49	3/8	I\\	D	I		I	I					\\	M	0	0	0, 4, 1		0	0
