mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	4/4	1	1	.C.I[I		C	I	I	I		I						M	0	0	0, 4, 1		0	0
2	2	3/8	3/8	4/4	1	1	vi		C	I	I	vi		vi						m	0	0	3, 0, 4		3	3
2	2	1/2	1/2	4/4	1	1	#viio/vi		C	I	I	#viio/vi		#vii	o			vi		o	0	0	8, 5, 2		8	8
2	2	3/4	3/4	4/4	1	1	vi		C	I	I	vi		vi						m	0	0	3, 0, 4		3	3
3	3	0	0	4/4	1	1	I		C	I	I	I		I						M	0	0	0, 4, 1		0	0
4	4	1/2	1/2	4/4	1	1	ii	viio6	C	I	I	ii		ii						m	0	0	2, -1, 3		2	2
4	4	3/4	3/4	4/4	1	1	V65		C	I	I	V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
5	5	0	0	4/4	1	1	I]\\		C	I	I	I		I					\\	M	0	0	0, 4, 1		0	0
5	5	3/8	3/8	4/4	1	1	V		C	I		V		V						M	0	0	1, 5, 2		1	1
5	5	1/2	1/2	4/4	1	1	I6		C	I		I6		I		6				M	0	0	4, 1, 0		0	4
5	5	3/4	3/4	4/4	1	1	V		C	I		V		V						M	0	0	1, 5, 2		1	1
6	6	0	0	4/4	1	1	I		C	I		I		I						M	0	0	0, 4, 1		0	0
6	6	3/8	3/8	4/4	1	1	V		C	I		V		V						M	0	0	1, 5, 2		1	1
6	6	1/2	1/2	4/4	1	1	I6		C	I		I6		I		6				M	0	0	4, 1, 0		0	4
6	6	3/4	3/4	4/4	1	1	V		C	I		V		V						M	0	0	1, 5, 2		1	1
7	7	0	0	4/4	1	1	I[I		C	I	I	I		I						M	0	0	0, 4, 1		0	0
7	7	3/8	3/8	4/4	1	1	vi		C	I	I	vi		vi						m	0	0	3, 0, 4		3	3
7	7	1/2	1/2	4/4	1	1	#viio/vi		C	I	I	#viio/vi		#vii	o			vi		o	0	0	8, 5, 2		8	8
7	7	3/4	3/4	4/4	1	1	vi		C	I	I	vi		vi						m	0	0	3, 0, 4		3	3
7	7	7/8	7/8	4/4	1	1	IV		C	I	I	IV		IV						M	0	0	-1, 3, 0		-1	-1
8	8	0	0	4/4	1	1	I		C	I	I	I		I						M	0	0	0, 4, 1		0	0
8	8	3/8	3/8	4/4	1	1	vi		C	I	I	vi		vi						m	0	0	3, 0, 4		3	3
8	8	1/2	1/2	4/4	1	1	#viio/vi		C	I	I	#viio/vi		#vii	o			vi		o	0	0	8, 5, 2		8	8
8	8	3/4	3/4	4/4	1	1	vi		C	I	I	vi		vi						m	0	0	3, 0, 4		3	3
8	8	7/8	7/8	4/4	1	1	IV		C	I	I	IV		IV						M	0	0	-1, 3, 0		-1	-1
9	9	0	0	4/4	1	1	I]		C	I	I	I		I						M	0	0	0, 4, 1		0	0
9	9	1/2	1/2	4/4	1	1	V(64)		C	I		V(64)		V			64			M	0	0	1, 0, 4		1	1
9	9	3/4	3/4	4/4	1	1	V7		C	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
10	10	0	0	4/4	1	1	vi		C	I		vi		vi						m	0	0	3, 0, 4		3	3
10	10	1/4	1/4	4/4	1	1	IV		C	I		IV		IV						M	0	0	-1, 3, 0		-1	-1
10	10	1/2	1/2	4/4	1	1	V(64)		C	I		V(64)		V			64			M	0	0	1, 0, 4		1	1
10	10	3/4	3/4	4/4	1	1	V7		C	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
11	11	0	0	4/4	1	1	I\\		C	I		I		I					\\	M	0	0	0, 4, 1		0	0
11	11	1/2	1/2	4/4	1	1	V(64)		C	I		V(64)		V			64			M	0	0	1, 0, 4		1	1
11	11	3/4	3/4	4/4	1	1	V7		C	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
12	12	0	0	4/4	1	1	vi		C	I		vi		vi						m	0	0	3, 0, 4		3	3
12	12	1/4	1/4	4/4	1	1	IV		C	I		IV		IV						M	0	0	-1, 3, 0		-1	-1
12	12	1/2	1/2	4/4	1	1	V(64)		C	I		V(64)		V			64			M	0	0	1, 0, 4		1	1
12	12	3/4	3/4	4/4	1	1	V7		C	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
13	13	0	0	4/4	1	1	I\\		C	I		I		I					\\	M	0	0	0, 4, 1		0	0
13	13	3/8	3/8	4/4	1	1	I		C	I		I		I						M	0	0	0, 4, 1		0	0
14	14	0	0	4/4	1	1	V.V		C	V		V		V						M	0	0	1, 5, 2		1	1
14	14	3/8	3/8	4/4	1	1	V2		C	V		V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
14	14	1/2	1/2	4/4	1	1	I6		C	V		I6		I		6				M	0	0	4, 1, 0		0	4
14	14	5/8	5/8	4/4	1	1	V64		C	V		V64		V		64				M	0	0	2, 1, 5		1	2
14	14	3/4	3/4	4/4	1	1	I		C	V		I		I						M	0	0	0, 4, 1		0	0
14	14	7/8	7/8	4/4	1	1	V65		C	V		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
15	15	0	0	4/4	1	1	I		C	V		I		I						M	0	0	0, 4, 1		0	0
15	15	3/8	3/8	4/4	1	1	I6		C	V		I6		I		6				M	0	0	4, 1, 0		0	4
15	15	1/2	1/2	4/4	1	1	V43		C	V		V43		V		43				Mm7	0	0	2, -1, 1, 5		1	2
15	15	5/8	5/8	4/4	1	1	I		C	V		I		I						M	0	0	0, 4, 1		0	0
15	15	3/4	3/4	4/4	1	1	V6		C	V		V6		V		6				M	0	0	5, 2, 1		1	5
15	15	7/8	7/8	4/4	1	1	V43(4)/V		C	V		V43(4)/V		V		43	4	V		Mm7	0	0	3, 0, 2, 1		2	3
16	16	0	0	4/4	1	1	V		C	V		V		V						M	0	0	1, 5, 2		1	1
16	16	3/8	3/8	4/4	1	1	V2		C	V		V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
16	16	1/2	1/2	4/4	1	1	I6		C	V		I6		I		6				M	0	0	4, 1, 0		0	4
16	16	5/8	5/8	4/4	1	1	V64		C	V		V64		V		64				M	0	0	2, 1, 5		1	2
16	16	3/4	3/4	4/4	1	1	I		C	V		I		I						M	0	0	0, 4, 1		0	0
16	16	7/8	7/8	4/4	1	1	V65		C	V		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
17	17	0	0	4/4	1	1	I		C	V		I		I						M	0	0	0, 4, 1		0	0
17	17	3/8	3/8	4/4	1	1	I6		C	V		I6		I		6				M	0	0	4, 1, 0		0	4
17	17	1/2	1/2	4/4	1	1	V43		C	V		V43		V		43				Mm7	0	0	2, -1, 1, 5		1	2
17	17	5/8	5/8	4/4	1	1	I		C	V		I		I						M	0	0	0, 4, 1		0	0
17	17	3/4	3/4	4/4	1	1	V6		C	V		V6		V		6				M	0	0	5, 2, 1		1	5
17	17	7/8	7/8	4/4	1	1	vi7		C	V		vi7		vi		7				mm7	0	0	3, 0, 4, 1		3	3
18	18	0	0	4/4	1	1	V		C	V		V		V						M	0	0	1, 5, 2		1	1
18	18	1/4	1/4	4/4	1	1	vi%43		C	V		vi%43		vi	%	43				%7	0	0	-3, 1, 3, 0		3	-3
18	18	3/8	3/8	4/4	1	1	i6		C	V		i6		i		6				m	0	0	-3, 1, 0		0	-3
18	18	1/2	1/2	4/4	1	1	V(+4)/V		C	V		V(+4)/V		V			+4	V		M	0	0	2, 6, 3	1	2	2
18	18	5/8	5/8	4/4	1	1	V		C	V		V		V						M	0	0	1, 5, 2		1	1
18	18	3/4	3/4	4/4	1	1	V7		C	V		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
19	19	0	0	4/4	1	1	I		C	V		I		I						M	0	0	0, 4, 1		0	0
19	19	1/8	1/8	4/4	1	1	V[V		C	V	V	V		V						M	0	0	1, 5, 2		1	1
19	19	1/4	1/4	4/4	1	1	i6		C	V	V	i6		i		6				m	0	0	-3, 1, 0		0	-3
19	19	3/8	3/8	4/4	1	1	V]		C	V	V	V		V						M	0	0	1, 5, 2		1	1
19	19	1/2	1/2	4/4	1	1	i		C	V		i		i						m	0	0	0, -3, 1		0	0
19	19	5/8	5/8	4/4	1	1	viio64/IV		C	V		viio64/IV		vii	o	64		IV		o	0	0	-2, 4, 1		4	-2
19	19	3/4	3/4	4/4	1	1	IV6(+2)		C	V		IV6(+2)		IV		6	+2			M	0	0	3, 0, -1	1	-1	3
19	19	7/8	7/8	4/4	1	1	.It6		C	V		It6	It	vii	o	6	b3	V		M	0	0	-4, 0, 6		6	-4
20	20	0	0	4/4	1	1	V[V		C	V	V	V		V						M	0	0	1, 5, 2		1	1
20	20	1/4	1/4	4/4	1	1	vi%2		C	V	V	vi%2		vi	%	2				%7	0	0	1, 3, 0, -3		3	1
20	20	3/8	3/8	4/4	1	1	i6]		C	V	V	i6		i		6				m	0	0	-3, 1, 0		0	-3
20	20	1/2	1/2	4/4	1	1	V(+4)/V		C	V		V(+4)/V		V			+4	V		M	0	0	2, 6, 3	1	2	2
20	20	5/8	5/8	4/4	1	1	V		C	V		V		V						M	0	0	1, 5, 2		1	1
20	20	3/4	3/4	4/4	1	1	V7		C	V		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
21	21	0	0	4/4	1	1	I		C	V		I		I						M	0	0	0, 4, 1		0	0
21	21	1/8	1/8	4/4	1	1	V[V		C	V	V	V		V						M	0	0	1, 5, 2		1	1
21	21	1/4	1/4	4/4	1	1	i6		C	V	V	i6		i		6				m	0	0	-3, 1, 0		0	-3
21	21	3/8	3/8	4/4	1	1	V]		C	V	V	V		V						M	0	0	1, 5, 2		1	1
21	21	1/2	1/2	4/4	1	1	i		C	V		i		i						m	0	0	0, -3, 1		0	0
21	21	5/8	5/8	4/4	1	1	viio64/IV		C	V		viio64/IV		vii	o	64		IV		o	0	0	-2, 4, 1		4	-2
21	21	3/4	3/4	4/4	1	1	IV6(+2)		C	V		IV6(+2)		IV		6	+2			M	0	0	3, 0, -1	1	-1	3
21	21	7/8	7/8	4/4	1	1	.It6		C	V		It6	It	vii	o	6	b3	V		M	0	0	-4, 0, 6		6	-4
22	22	0	0	4/4	1	1	V\\		C	V		V		V					\\	M	0	0	1, 5, 2		1	1
22	22	3/8	3/8	4/4	1	1	V43		C	V		V43		V		43				Mm7	0	0	2, -1, 1, 5		1	2
23	23	0	0	4/4	1	1	I		C	V		I		I						M	0	0	0, 4, 1		0	0
23	23	1/8	1/8	4/4	1	1	V(4)		C	V		V(4)		V			4			M	0	0	1, 0, 2		1	1
23	23	1/4	1/4	4/4	1	1	V		C	V		V		V						M	0	0	1, 5, 2		1	1
23	23	3/8	3/8	4/4	1	1	viio64		C	V		viio64		vii	o	64				o	0	0	-1, 5, 2		5	-1
23	23	1/2	1/2	4/4	1	1	I6		C	V		I6		I		6				M	0	0	4, 1, 0		0	4
23	23	5/8	5/8	4/4	1	1	viio6		C	V		viio6		vii	o	6				o	0	0	2, -1, 5		5	2
23	23	3/4	3/4	4/4	1	1	I		C	V		I		I						M	0	0	0, 4, 1		0	0
23	23	7/8	7/8	4/4	1	1	ii6		C	V		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
24	24	0	0	4/4	1	1	V(64)		C	V		V(64)		V			64			M	0	0	1, 0, 4		1	1
24	24	1/4	1/4	4/4	1	1	V		C	V		V		V						M	0	0	1, 5, 2		1	1
24	24	3/8	3/8	4/4	1	1	V43		C	V		V43		V		43				Mm7	0	0	2, -1, 1, 5		1	2
25	25	0	0	4/4	1	1	I		C	V		I		I						M	0	0	0, 4, 1		0	0
25	25	1/4	1/4	4/4	1	1	V65		C	V		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
25	25	1/2	1/2	4/4	1	1	I		C	V		I		I						M	0	0	0, 4, 1		0	0
25	25	5/8	5/8	4/4	1	1	ii6		C	V		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
25	25	3/4	3/4	4/4	1	1	V(64)		C	V		V(64)		V			64			M	0	0	1, 0, 4		1	1
25	25	7/8	7/8	4/4	1	1	V		C	V		V		V						M	0	0	1, 5, 2		1	1
