mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	4.0	0	0	4/4	2	1	d.i[i		d	i	i	i		i							m	1	1	0, -3, 1		0	0
2	2	4	4	2.0	0	0	4/4	2	1	#viio64		d	i	i	#viio64		#vii	o	64					o	1	1	-1, 5, 2		5	-1
2	2	6	6	4.0	1/2	1/2	4/4	2	1	i		d	i	i	i		i							m	1	1	0, -3, 1		0	0
3	3	10	10	2.0	1/2	1/2	4/4	2	1	iv		d	i	i	iv		iv							m	1	1	-1, -4, 0		-1	-1
4	4	12	12	5.0	0	0	4/4	2	1	i]		d	i	i	i		i							m	1	1	0, -3, 1		0	0
5	5	17	17	1.0	1/4	1/4	4/4	2	1	i6		d	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
5	5	18	18	1.0	1/2	1/2	4/4	2	1	#viio6		d	i		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
5	5	19	19	1.0	3/4	3/4	4/4	2	1	i6		d	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
6	6	20	20	1.0	0	0	4/4	2	1	V(64)		d	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
6	6	21	21	1.5	1/4	1/4	4/4	2	1	V		d	i		V		V							M	1	1	1, 5, 2		1	1
6	6	45/2	45/2	2.5	5/8	5/8	4/4	2	1	i		d	i		i		i							m	1	1	0, -3, 1		0	0
7	7	25	25	1.0	1/4	1/4	4/4	2	1	i6		d	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
7	7	26	26	1.0	1/2	1/2	4/4	2	1	#viio6		d	i		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
7	7	27	27	1.0	3/4	3/4	4/4	2	1	i		d	i		i		i							m	1	1	0, -3, 1		0	0
8	8	28	28	1.0	0	0	4/4	2	1	V(#764)		d	i		V(#764)		V			#764				M	1	1	1, 0, -3	6	1	1
8	8	29	29	1.5	1/4	1/4	4/4	2	1	V		d	i		V		V							M	1	1	1, 5, 2		1	1
