mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	6/8	1	1	.C.I[I		C	I	I	I		I						M	0	0	0, 4, 1		0	0
2	2	3/8	3/8	6/8	1	1	IV6		C	I	I	IV6		IV		6				M	0	0	3, 0, -1		-1	3
2	2	5/8	5/8	6/8	1	1	I64		C	I	I	I64		I		64				M	0	0	1, 0, 4		0	1
4	4	3/8	3/8	6/8	1	1	IV		C	I	I	IV		IV						M	0	0	-1, 3, 0		-1	-1
4	4	5/8	5/8	6/8	1	1	I6]		C	I	I	I6		I		6				M	0	0	4, 1, 0		0	4
5	5	3/8	3/8	6/8	1	1	V2		C	I		V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
6	6	0	0	6/8	1	1	I6		C	I		I6		I		6				M	0	0	4, 1, 0		0	4
6	6	3/8	3/8	6/8	1	1	V65		C	I		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
7	7	0	0	6/8	1	1	I		C	I		I		I						M	0	0	0, 4, 1		0	0
7	7	3/8	3/8	6/8	1	1	V2		C	I		V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
8	8	0	0	6/8	1	1	I6		C	I		I6		I		6				M	0	0	4, 1, 0		0	4
8	8	3/8	3/8	6/8	1	1	V.ii6		C	V		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
8	8	5/8	5/8	6/8	1	1	V7		C	V		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
9	9	0	0	6/8	1	1	I\\		C	V		I		I					\\	M	0	0	0, 4, 1		0	0
9	9	3/8	3/8	6/8	1	1	I.V[V2		C	I	V	V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
10	10	0	0	6/8	1	1	I6		C	I	V	I6		I		6				M	0	0	4, 1, 0		0	4
10	10	5/8	5/8	6/8	1	1	V2		C	I	V	V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
11	11	0	0	6/8	1	1	I6		C	I	V	I6		I		6				M	0	0	4, 1, 0		0	4
11	11	5/8	5/8	6/8	1	1	V2		C	I	V	V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
12	12	0	0	6/8	1	1	I6		C	I	V	I6		I		6				M	0	0	4, 1, 0		0	4
12	12	3/8	3/8	6/8	1	1	I		C	I	V	I		I						M	0	0	0, 4, 1		0	0
12	12	5/8	5/8	6/8	1	1	viio64/V		C	I	V	viio64/V		vii	o	64		V		o	0	0	0, 6, 3		6	0
13	13	0	0	6/8	1	1	V6		C	I	V	V6		V		6				M	0	0	5, 2, 1		1	5
13	13	1/4	1/4	6/8	1	1	viio64/V		C	I	V	viio64/V		vii	o	64		V		o	0	0	0, 6, 3		6	0
13	13	3/8	3/8	6/8	1	1	V6		C	I	V	V6		V		6				M	0	0	5, 2, 1		1	5
13	13	5/8	5/8	6/8	1	1	viio64/V		C	I	V	viio64/V		vii	o	64		V		o	0	0	0, 6, 3		6	0
14	14	0	0	6/8	1	1	V]\\		C	I	V	V		V					\\	M	0	0	1, 5, 2		1	1
15	15	0	0	6/8	1	1	I[I		C	I	I	I		I						M	0	0	0, 4, 1		0	0
16	16	3/8	3/8	6/8	1	1	IV6		C	I	I	IV6		IV		6				M	0	0	3, 0, -1		-1	3
16	16	5/8	5/8	6/8	1	1	I64		C	I	I	I64		I		64				M	0	0	1, 0, 4		0	1
18	18	3/8	3/8	6/8	1	1	IV		C	I	I	IV		IV						M	0	0	-1, 3, 0		-1	-1
18	18	5/8	5/8	6/8	1	1	I6]		C	I	I	I6		I		6				M	0	0	4, 1, 0		0	4
19	19	0	0	6/8	1	1	I		C	I		I		I						M	0	0	0, 4, 1		0	0
19	19	3/8	3/8	6/8	1	1	V6		C	I		V6		V		6				M	0	0	5, 2, 1		1	5
20	20	0	0	6/8	1	1	V.viio6		C	V		viio6		vii	o	6				o	0	0	2, -1, 5		5	2
20	20	3/8	3/8	6/8	1	1	I	vi6	C	V		I		I						M	0	0	0, 4, 1		0	0
21	21	0	0	6/8	1	1	V6		C	V		V6		V		6				M	0	0	5, 2, 1		1	5
21	21	3/8	3/8	6/8	1	1	viio6/V		C	V		viio6/V		vii	o	6		V		o	0	0	3, 0, 6		6	3
22	22	0	0	6/8	1	1	V\\		C	V		V		V					\\	M	0	0	1, 5, 2		1	1
22	22	1/2	1/2	6/8	1	1	V65		C	V		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
23	23	0	0	6/8	1	1	I		C	V		I		I						M	0	0	0, 4, 1		0	0
23	23	3/8	3/8	6/8	1	1	V43		C	V		V43		V		43				Mm7	0	0	2, -1, 1, 5		1	2
24	24	0	0	6/8	1	1	I6		C	V		I6		I		6				M	0	0	4, 1, 0		0	4
24	24	5/8	5/8	6/8	1	1	I		C	V		I		I						M	0	0	0, 4, 1		0	0
25	25	0	0	6/8	1	1	V6		C	V		V6		V		6				M	0	0	5, 2, 1		1	5
25	25	3/8	3/8	6/8	1	1	I		C	V		I		I						M	0	0	0, 4, 1		0	0
