mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
96	96	0	0	4/4	2	1	V64		f	III		V64		V		64					M	1	0	2, 1, 5		1	2
96	96	1/2	1/2	4/4	2	1	V43\\		f	III		V43		V		43				\\	Mm7	1	0	2, -1, 1, 5		1	2
97	97	0	0	4/4	2	1	I		f	III		I		I							M	1	0	0, 4, 1		0	0
97	97	1/2	1/2	4/4	2	1	ii6		f	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
98	98	0	0	4/4	2	1	V(64)		f	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
98	98	1/2	1/2	4/4	2	1	V7		f	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
99	99	0	0	4/4	2	1	I[I		f	III	I	I		I							M	1	0	0, 4, 1		0	0
99	99	1/4	1/4	4/4	2	1	viio64		f	III	I	viio64		vii	o	64					o	1	0	-1, 5, 2		5	-1
99	99	1/2	1/2	4/4	2	1	I		f	III	I	I		I							M	1	0	0, 4, 1		0	0
99	99	3/4	3/4	4/4	2	1	viio64		f	III	I	viio64		vii	o	64					o	1	0	-1, 5, 2		5	-1
100	100	0	0	4/4	2	1	I		f	III	I	I		I							M	1	0	0, 4, 1		0	0
101	101	1/4	1/4	4/4	2	1	V2		f	III	I	V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
101	101	1/2	1/2	4/4	2	1	I		f	III	I	I		I							M	1	0	0, 4, 1		0	0
101	101	3/4	3/4	4/4	2	1	V2		f	III	I	V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
102	102	0	0	4/4	2	1	I]\\		f	III	I	I		I						\\	M	1	0	0, 4, 1		0	0
102	102	1/2	1/2	4/4	2	1	i.V		f	i		V		V							M	1	1	1, 5, 2		1	1
103	103	0	0	4/4	2	1	iio		f	i		iio		ii	o						o	1	1	2, -1, -4		2	2
103	103	3/4	3/4	4/4	2	1	V43		f	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
104	104	0	0	4/4	2	1	i6		f	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
105	105	0	0	4/4	2	1	i		f	i		i		i							m	1	1	0, -3, 1		0	0
105	105	1/2	1/2	4/4	2	1	It6		f	i		It6	It	vii	o	6	b3	V			It	1	1	-4, 0, 6		6	-4
106	106	0	0	4/4	2	1	V(#74)		f	i		V(#74)		V			#74				M	1	1	1, 0, 2	6	1	1
106	106	1/2	1/2	4/4	2	1	V6\\		f	i		V6		V		6				\\	M	1	1	5, 2, 1		1	5
107	107	0	0	4/4	2	1	v.i		f	v		i		i							m	1	1	0, -3, 1		0	0
109	109	0	0	4/4	2	1	#viio7		f	v		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
110	110	0	0	4/4	2	1	#viio65(2)		f	v		#viio65(2)		#vii	o	65	2				o7	1	1	2, -1, -4, 0		5	2
110	110	1/2	1/2	4/4	2	1	#viio65\\		f	v		#viio65		#vii	o	65				\\	o7	1	1	2, -1, -4, 5		5	2
111	111	0	0	4/4	2	1	i.V		f	i		V		V							M	1	1	1, 5, 2		1	1
113	113	0	0	4/4	2	1	#viio7		f	i		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
114	114	0	0	4/4	2	1	#viio65(2)		f	i		#viio65(2)		#vii	o	65	2				o7	1	1	2, -1, -4, 0		5	2
114	114	1/2	1/2	4/4	2	1	#viio65\\		f	i		#viio65		#vii	o	65				\\	o7	1	1	2, -1, -4, 5		5	2
115	115	0	0	4/4	2	1	i6		f	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
115	115	3/8	3/8	4/4	2	1	iio	#viio6	f	i		iio		ii	o						o	1	1	2, -1, -4		2	2
115	115	1/2	1/2	4/4	2	1	i		f	i		i		i							m	1	1	0, -3, 1		0	0
115	115	7/8	7/8	4/4	2	1	#viio6		f	i		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
116	116	0	0	4/4	2	1	i6		f	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
117	117	0	0	4/4	2	1	v.V7		f	v		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
119	119	0	0	4/4	2	1	i6		f	v		i6		i		6					m	1	1	-3, 1, 0		0	-3
119	119	3/8	3/8	4/4	2	1	iio	#viio6	f	v		iio		ii	o						o	1	1	2, -1, -4		2	2
119	119	1/2	1/2	4/4	2	1	i		f	v		i		i							m	1	1	0, -3, 1		0	0
119	119	7/8	7/8	4/4	2	1	#viio6		f	v		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
120	120	0	0	4/4	2	1	i6		f	v		i6		i		6					m	1	1	-3, 1, 0		0	-3
121	121	0	0	4/4	2	1	ii.V7		f	ii		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
123	123	0	0	4/4	2	1	i		f	ii		i		i							m	1	1	0, -3, 1		0	0
123	123	1/2	1/2	4/4	2	1	V7		f	ii		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
124	124	0	0	4/4	2	1	i		f	ii		i		i							m	1	1	0, -3, 1		0	0
124	124	1/2	1/2	4/4	2	1	#viio7		f	ii		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
125	125	0	0	4/4	2	1	v.#viio43		f	v		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
125	125	1/2	1/2	4/4	2	1	#viio6		f	v		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
126	126	0	0	4/4	2	1	#viio		f	v		#viio		#vii	o						o	1	1	5, 2, -1		5	5
126	126	1/2	1/2	4/4	2	1	V7		f	v		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
127	127	0	0	4/4	2	1	i.#viio43		f	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
127	127	1/2	1/2	4/4	2	1	#viio6		f	i		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
128	128	0	0	4/4	2	1	V65(9)		f	i		V65(9)		V		65	9				Mm7	1	1	5, 2, -1, 1	-4	1	5
128	128	1/2	1/2	4/4	2	1	#viio43		f	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
128	128	3/4	3/4	4/4	2	1	#viio65		f	i		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
129	129	0	0	4/4	2	1	i		f	i		i		i							m	1	1	0, -3, 1		0	0
129	129	1/2	1/2	4/4	2	1	#viio43		f	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
129	129	3/4	3/4	4/4	2	1	#viio65		f	i		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
130	130	0	0	4/4	2	1	i		f	i		i		i							m	1	1	0, -3, 1		0	0
130	130	1/2	1/2	4/4	2	1	#viio43		f	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
130	130	3/4	3/4	4/4	2	1	#viio65		f	i		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
131	131	0	0	4/4	2	1	i		f	i		i		i							m	1	1	0, -3, 1		0	0
131	131	1/2	1/2	4/4	2	1	#viio43/iv		f	i		#viio43/iv		#vii	o	43		iv			o7	1	1	-2, -5, 4, 1		4	-2
132	132	0	0	4/4	2	1	iv6(2)		f	i		iv6(2)		iv		6	2				m	1	1	-4, 0, 1		-1	-4
132	132	1/4	1/4	4/4	2	1	iv6		f	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
