mc	mn	onset	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
13	11	1/8	vi		F	I		vi	vi						m	0	0	3, 0, 4		3	3
13	11	1/4	IV		F	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
13	11	3/8	V(64)		F	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
13	11	15/32	V		F	I		V	V						M	0	0	1, 5, 2		1	1
14	12	0	I\\		F	I		I	I					\\	M	0	0	0, 4, 1		0	0
15	12	3/8	V		F	I		V	V						M	0	0	1, 5, 2		1	1
16	13	0	I		F	I		I	I						M	0	0	0, 4, 1		0	0
16	13	1/4	I6		F	I		I6	I		6				M	0	0	4, 1, 0		0	4
17	14	0	ii	viio6	F	I		ii	ii						m	0	0	2, -1, 3		2	2
17	14	1/4	V7		F	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
18	15	0	I		F	I		I	I						M	0	0	0, 4, 1		0	0
18	15	1/8	ii6		F	I		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
18	15	1/4	V(64)		F	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
18	15	3/8	V7		F	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
19	16	0	I\\		F	I		I	I					\\	M	0	0	0, 4, 1		0	0
20	16	3/8	I		F	I		I	I						M	0	0	0, 4, 1		0	0
21	17	0	V6		F	I		V6	V		6				M	0	0	5, 2, 1		1	5
21	17	1/8	I		F	I		I	I						M	0	0	0, 4, 1		0	0
21	17	1/4	V43		F	I		V43	V		43				Mm7	0	0	2, -1, 1, 5		1	2
21	17	11/24	V6		F	I		V6	V		6				M	0	0	5, 2, 1		1	5
22	18	0	I		F	I		I	I						M	0	0	0, 4, 1		0	0
22	18	1/8	V64		F	I		V64	V		64				M	0	0	2, 1, 5		1	2
22	18	1/4	I6		F	I		I6	I		6				M	0	0	4, 1, 0		0	4
22	18	3/8	I		F	I		I	I						M	0	0	0, 4, 1		0	0
23	19	0	V[V		F	I	V	V	V						M	0	0	1, 5, 2		1	1
23	19	1/8	I		F	I	V	I	I						M	0	0	0, 4, 1		0	0
23	19	1/4	V7		F	I	V	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
23	19	3/8	V		F	I	V	V	V						M	0	0	1, 5, 2		1	1
24	20	0	I		F	I	V	I	I						M	0	0	0, 4, 1		0	0
24	20	1/8	V		F	I	V	V	V						M	0	0	1, 5, 2		1	1
24	20	1/4	I6		F	I	V	I6	I		6				M	0	0	4, 1, 0		0	4
24	20	3/8	V]		F	I	V	V	V						M	0	0	1, 5, 2		1	1
25	21	0	I		F	I		I	I						M	0	0	0, 4, 1		0	0
25	21	1/4	I6		F	I		I6	I		6				M	0	0	4, 1, 0		0	4
26	22	0	ii	viio6	F	I		ii	ii						m	0	0	2, -1, 3		2	2
26	22	1/4	V7		F	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
27	23	0	I		F	I		I	I						M	0	0	0, 4, 1		0	0
27	23	1/8	ii6		F	I		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
27	23	1/4	V(64)		F	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
27	23	3/8	V7		F	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
28	24	0	I\\		F	I		I	I					\\	M	0	0	0, 4, 1		0	0
29	24	3/8	V		F	I		V	V						M	0	0	1, 5, 2		1	1
30	25	0	I		F	I		I	I						M	0	0	0, 4, 1		0	0
30	25	1/4	I6		F	I		I6	I		6				M	0	0	4, 1, 0		0	4
31	26	0	ii	viio6	F	I		ii	ii						m	0	0	2, -1, 3		2	2
31	26	1/4	V7		F	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
32	27	0	I		F	I		I	I						M	0	0	0, 4, 1		0	0
32	27	1/8	ii6		F	I		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
32	27	1/4	V(64)		F	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
32	27	3/8	V7		F	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
33	28	0	I\\		F	I		I	I					\\	M	0	0	0, 4, 1		0	0
34	28	3/8	I		F	I		I	I						M	0	0	0, 4, 1		0	0
35	29	0	V6		F	I		V6	V		6				M	0	0	5, 2, 1		1	5
35	29	1/8	I		F	I		I	I						M	0	0	0, 4, 1		0	0
35	29	1/4	ii	viio6	F	I		ii	ii						m	0	0	2, -1, 3		2	2
35	29	3/8	V7		F	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
36	30	0	I		F	I		I	I						M	0	0	0, 4, 1		0	0
36	30	1/8	ii		F	I		ii	ii						m	0	0	2, -1, 3		2	2
36	30	1/4	I6		F	I		I6	I		6				M	0	0	4, 1, 0		0	4
36	30	3/8	I		F	I		I	I						M	0	0	0, 4, 1		0	0
37	31	0	V6		F	I		V6	V		6				M	0	0	5, 2, 1		1	5
37	31	1/8	I		F	I		I	I						M	0	0	0, 4, 1		0	0
37	31	1/4	ii	viio6	F	I		ii	ii						m	0	0	2, -1, 3		2	2
37	31	3/8	V7		F	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
38	32	0	I		F	I		I	I						M	0	0	0, 4, 1		0	0
38	32	1/8	ii		F	I		ii	ii						m	0	0	2, -1, 3		2	2
38	32	1/4	I6\\		F	I		I6	I		6			\\	M	0	0	4, 1, 0		0	4
38	32	3/8	V		F	I		V	V						M	0	0	1, 5, 2		1	1
39	33	0	I		F	I		I	I						M	0	0	0, 4, 1		0	0
39	33	1/4	I6		F	I		I6	I		6				M	0	0	4, 1, 0		0	4
40	34	0	ii	viio6	F	I		ii	ii						m	0	0	2, -1, 3		2	2
40	34	1/4	V7		F	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
41	35	0	I		F	I		I	I						M	0	0	0, 4, 1		0	0
41	35	1/8	ii6		F	I		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
41	35	1/4	V(64)		F	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
41	35	3/8	V7		F	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
42	36	0	I\\		F	I		I	I					\\	M	0	0	0, 4, 1		0	0
43	36	3/8	V		F	I		V	V						M	0	0	1, 5, 2		1	1
44	37	0	I		F	I		I	I						M	0	0	0, 4, 1		0	0
44	37	1/4	I6		F	I		I6	I		6				M	0	0	4, 1, 0		0	4
45	38	0	ii	viio6	F	I		ii	ii						m	0	0	2, -1, 3		2	2
45	38	1/4	V7		F	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
46	39	0	I		F	I		I	I						M	0	0	0, 4, 1		0	0
46	39	1/8	ii6		F	I		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
46	39	1/4	V(64)		F	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
46	39	3/8	V		F	I		V	V						M	0	0	1, 5, 2		1	1
47	40	0	I\\		F	I		I	I					\\	M	0	0	0, 4, 1		0	0
48	40	3/8	I6		F	I		I6	I		6				M	0	0	4, 1, 0		0	4
49	41	0	V6		F	I		V6	V		6				M	0	0	5, 2, 1		1	5
49	41	1/8	I		F	I		I	I						M	0	0	0, 4, 1		0	0
49	41	1/4	V43		F	I		V43	V		43				Mm7	0	0	2, -1, 1, 5		1	2
49	41	3/8	V6		F	I		V6	V		6				M	0	0	5, 2, 1		1	5
50	42	0	I		F	I		I	I						M	0	0	0, 4, 1		0	0
50	42	1/8	V43		F	I		V43	V		43				Mm7	0	0	2, -1, 1, 5		1	2
50	42	1/4	I6		F	I		I6	I		6				M	0	0	4, 1, 0		0	4
51	43	0	V6		F	I		V6	V		6				M	0	0	5, 2, 1		1	5
51	43	1/8	I		F	I		I	I						M	0	0	0, 4, 1		0	0
51	43	1/4	V43		F	I		V43	V		43				Mm7	0	0	2, -1, 1, 5		1	2
51	43	3/8	V6		F	I		V6	V		6				M	0	0	5, 2, 1		1	5
52	44	0	I		F	I		I	I						M	0	0	0, 4, 1		0	0
52	44	1/8	V43		F	I		V43	V		43				Mm7	0	0	2, -1, 1, 5		1	2
52	44	1/4	I6\\		F	I		I6	I		6			\\	M	0	0	4, 1, 0		0	4
52	44	3/8	V		F	I		V	V						M	0	0	1, 5, 2		1	1
53	45	0	I		F	I		I	I						M	0	0	0, 4, 1		0	0
53	45	1/4	I6		F	I		I6	I		6				M	0	0	4, 1, 0		0	4
54	46	0	ii	viio6	F	I		ii	ii						m	0	0	2, -1, 3		2	2
54	46	1/4	V7		F	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
55	47	0	I		F	I		I	I						M	0	0	0, 4, 1		0	0
55	47	1/8	ii6		F	I		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
55	47	1/4	V(64)		F	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
55	47	3/8	V		F	I		V	V						M	0	0	1, 5, 2		1	1
56	48	0	I\\		F	I		I	I					\\	M	0	0	0, 4, 1		0	0
57	48	3/8	V		F	I		V	V						M	0	0	1, 5, 2		1	1
58	49	0	I		F	I		I	I						M	0	0	0, 4, 1		0	0
59	50	0	V7		F	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
60	51	0	I		F	I		I	I						M	0	0	0, 4, 1		0	0
60	51	1/8	IV		F	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
60	51	1/4	V7		F	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
61	52	0	I\\		F	I		I	I					\\	M	0	0	0, 4, 1		0	0
62	52	3/8	I		F	I		I	I						M	0	0	0, 4, 1		0	0
63	53	0	V6		F	I		V6	V		6				M	0	0	5, 2, 1		1	5
63	53	1/8	I		F	I		I	I						M	0	0	0, 4, 1		0	0
63	53	1/4	V43		F	I		V43	V		43				Mm7	0	0	2, -1, 1, 5		1	2
63	53	3/8	V6		F	I		V6	V		6				M	0	0	5, 2, 1		1	5
64	54	0	I		F	I		I	I						M	0	0	0, 4, 1		0	0
64	54	1/8	V43		F	I		V43	V		43				Mm7	0	0	2, -1, 1, 5		1	2
64	54	1/4	I6		F	I		I6	I		6				M	0	0	4, 1, 0		0	4
64	54	3/8	I		F	I		I	I						M	0	0	0, 4, 1		0	0
65	55	0	V6		F	I		V6	V		6				M	0	0	5, 2, 1		1	5
65	55	1/8	I		F	I		I	I						M	0	0	0, 4, 1		0	0
65	55	1/4	V43		F	I		V43	V		43				Mm7	0	0	2, -1, 1, 5		1	2
65	55	3/8	V6		F	I		V6	V		6				M	0	0	5, 2, 1		1	5
66	56	0	I		F	I		I	I						M	0	0	0, 4, 1		0	0
66	56	1/8	V43		F	I		V43	V		43				Mm7	0	0	2, -1, 1, 5		1	2
66	56	1/4	I6\\		F	I		I6	I		6			\\	M	0	0	4, 1, 0		0	4
66	56	3/8	V		F	I		V	V						M	0	0	1, 5, 2		1	1
67	57	0	I		F	I		I	I						M	0	0	0, 4, 1		0	0
68	58	0	V7		F	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
69	59	0	I		F	I		I	I						M	0	0	0, 4, 1		0	0
69	59	1/8	IV		F	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
69	59	1/4	V7		F	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
70	60	0	I\\		F	I		I	I					\\	M	0	0	0, 4, 1		0	0
71	60	3/8	V		F	I		V	V						M	0	0	1, 5, 2		1	1
72	61	0	I		F	I		I	I						M	0	0	0, 4, 1		0	0
72	61	3/16	viio6		F	I		viio6	vii	o	6				o	0	0	2, -1, 5		5	2
72	61	1/4	I6		F	I		I6	I		6				M	0	0	4, 1, 0		0	4
72	61	7/16	I		F	I		I	I						M	0	0	0, 4, 1		0	0
73	62	0	V		F	I		V	V						M	0	0	1, 5, 2		1	1
73	62	3/16	viio6/V		F	I		viio6/V	vii	o	6		V		o	0	0	3, 0, 6		6	3
73	62	1/4	V6		F	I		V6	V		6				M	0	0	5, 2, 1		1	5
73	62	7/16	V7		F	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
74	63	0	I		F	I		I	I						M	0	0	0, 4, 1		0	0
74	63	1/8	ii6		F	I		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
74	63	1/4	V(64)		F	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
74	63	3/8	V		F	I		V	V						M	0	0	1, 5, 2		1	1
75	64	0	I\\		F	I		I	I					\\	M	0	0	0, 4, 1		0	0
76	64	3/8	I6		F	I		I6	I		6				M	0	0	4, 1, 0		0	4
77	65	0	V6		F	I		V6	V		6				M	0	0	5, 2, 1		1	5
77	65	1/8	I		F	I		I	I						M	0	0	0, 4, 1		0	0
77	65	1/4	V43		F	I		V43	V		43				Mm7	0	0	2, -1, 1, 5		1	2
77	65	3/8	V6		F	I		V6	V		6				M	0	0	5, 2, 1		1	5
78	66	0	I		F	I		I	I						M	0	0	0, 4, 1		0	0
78	66	1/8	V43		F	I		V43	V		43				Mm7	0	0	2, -1, 1, 5		1	2
78	66	1/4	I6		F	I		I6	I		6				M	0	0	4, 1, 0		0	4
78	66	3/8	I		F	I		I	I						M	0	0	0, 4, 1		0	0
79	67	0	V6		F	I		V6	V		6				M	0	0	5, 2, 1		1	5
79	67	1/8	I		F	I		I	I						M	0	0	0, 4, 1		0	0
79	67	1/4	V43		F	I		V43	V		43				Mm7	0	0	2, -1, 1, 5		1	2
79	67	3/8	V6		F	I		V6	V		6				M	0	0	5, 2, 1		1	5
80	68	0	I		F	I		I	I						M	0	0	0, 4, 1		0	0
80	68	1/8	V43		F	I		V43	V		43				Mm7	0	0	2, -1, 1, 5		1	2
80	68	1/4	I6\\		F	I		I6	I		6			\\	M	0	0	4, 1, 0		0	4
80	68	3/8	V		F	I		V	V						M	0	0	1, 5, 2		1	1
81	69	0	I		F	I		I	I						M	0	0	0, 4, 1		0	0
81	69	3/16	viio6		F	I		viio6	vii	o	6				o	0	0	2, -1, 5		5	2
81	69	1/4	I6		F	I		I6	I		6				M	0	0	4, 1, 0		0	4
81	69	7/16	I		F	I		I	I						M	0	0	0, 4, 1		0	0
82	70	0	V		F	I		V	V						M	0	0	1, 5, 2		1	1
82	70	3/16	viio6/V		F	I		viio6/V	vii	o	6		V		o	0	0	3, 0, 6		6	3
82	70	1/4	V6		F	I		V6	V		6				M	0	0	5, 2, 1		1	5
82	70	7/16	V7		F	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
83	71	0	I		F	I		I	I						M	0	0	0, 4, 1		0	0
83	71	1/8	ii6		F	I		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
83	71	1/4	V(64)		F	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
83	71	3/8	V		F	I		V	V						M	0	0	1, 5, 2		1	1
84	72	0	I\\		F	I		I	I					\\	M	0	0	0, 4, 1		0	0
85	72	3/8	V		F	I		V	V						M	0	0	1, 5, 2		1	1
86	73	0	I		F	I		I	I						M	0	0	0, 4, 1		0	0
86	73	1/4	I6		F	I		I6	I		6				M	0	0	4, 1, 0		0	4
87	74	0	ii7	V43	F	I		ii7	ii		7				mm7	0	0	2, -1, 3, 0		2	2
87	74	1/4	V7		F	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
88	75	0	I		F	I		I	I						M	0	0	0, 4, 1		0	0
88	75	1/8	ii6		F	I		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
88	75	1/4	V(4)		F	I		V(4)	V			4			M	0	0	1, 0, 2		1	1
88	75	3/8	V		F	I		V	V						M	0	0	1, 5, 2		1	1
89	76	0	I\\		F	I		I	I					\\	M	0	0	0, 4, 1		0	0
90	76	3/8	V[I(+6)		F	I	V	I(+6)	I			+6			M	0	0	0, 4, 1	3	0	0
91	77	0	V(+2)		F	I	V	V(+2)	V			+2			M	0	0	1, 5, 2	3	1	1
91	77	1/8	I(+6)		F	I	V	I(+6)	I			+6			M	0	0	0, 4, 1	3	0	0
91	77	1/4	V7(+2)		F	I	V	V7(+2)	V		7	+2			Mm7	0	0	1, 5, 2, -1	3	1	1
91	77	3/8	V(+2)		F	I	V	V(+2)	V			+2			M	0	0	1, 5, 2	3	1	1
92	78	0	I(+6)		F	I	V	I(+6)	I			+6			M	0	0	0, 4, 1	3	0	0
92	78	1/8	V(+2)		F	I	V	V(+2)	V			+2			M	0	0	1, 5, 2	3	1	1
92	78	1/4	I6]		F	I	V	I6	I		6				M	0	0	4, 1, 0		0	4
92	78	3/8	I(+6)		F	I		I(+6)	I			+6			M	0	0	0, 4, 1	3	0	0
93	79	0	V6(+2)		F	I		V6(+2)	V		6	+2			M	0	0	5, 2, 1	3	1	5
93	79	1/8	I(+6)		F	I		I(+6)	I			+6			M	0	0	0, 4, 1	3	0	0
93	79	1/4	V43(+2)		F	I		V43(+2)	V		43	+2			Mm7	0	0	2, -1, 1, 5	3	1	2
93	79	3/8	V6(+2)		F	I		V6(+2)	V		6	+2			M	0	0	5, 2, 1	3	1	5
94	80	0	I(+6)		F	I		I(+6)	I			+6			M	0	0	0, 4, 1	3	0	0
94	80	1/8	V64(+2)		F	I		V64(+2)	V		64	+2			M	0	0	2, 1, 5	3	1	2
94	80	1/4	I6\\		F	I		I6	I		6			\\	M	0	0	4, 1, 0		0	4
94	80	3/8	V		F	I		V	V						M	0	0	1, 5, 2		1	1
95	81	0	I		F	I		I	I						M	0	0	0, 4, 1		0	0
95	81	1/4	I6		F	I		I6	I		6				M	0	0	4, 1, 0		0	4
96	82	0	ii7	V43	F	I		ii7	ii		7				mm7	0	0	2, -1, 3, 0		2	2
96	82	1/4	V7		F	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
97	83	0	I		F	I		I	I						M	0	0	0, 4, 1		0	0
97	83	1/8	ii6		F	I		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
97	83	1/4	V(4)		F	I		V(4)	V			4			M	0	0	1, 0, 2		1	1
97	83	3/8	V		F	I		V	V						M	0	0	1, 5, 2		1	1
98	84	0	I\\		F	I		I	I					\\	M	0	0	0, 4, 1		0	0
99	84	3/8	V		F	I		V	V						M	0	0	1, 5, 2		1	1
100	85	0	I		F	I		I	I						M	0	0	0, 4, 1		0	0
101	86	0	V		F	I		V	V						M	0	0	1, 5, 2		1	1
101	86	7/16	V7		F	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
102	87	0	I		F	I		I	I						M	0	0	0, 4, 1		0	0
102	87	1/8	ii6		F	I		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
102	87	1/4	V(64)		F	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
102	87	3/8	V7		F	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
103	88	0	I\\		F	I		I	I					\\	M	0	0	0, 4, 1		0	0
104	88	3/8	I		F	I		I	I						M	0	0	0, 4, 1		0	0
105	89	0	V6		F	I		V6	V		6				M	0	0	5, 2, 1		1	5
105	89	1/8	I		F	I		I	I						M	0	0	0, 4, 1		0	0
105	89	1/4	V43		F	I		V43	V		43				Mm7	0	0	2, -1, 1, 5		1	2
105	89	3/8	V6		F	I		V6	V		6				M	0	0	5, 2, 1		1	5
106	90	0	I		F	I		I	I						M	0	0	0, 4, 1		0	0
106	90	1/8	V43		F	I		V43	V		43				Mm7	0	0	2, -1, 1, 5		1	2
106	90	1/4	I6		F	I		I6	I		6				M	0	0	4, 1, 0		0	4
106	90	3/8	V[I		F	I	V	I	I						M	0	0	0, 4, 1		0	0
107	91	0	V		F	I	V	V	V						M	0	0	1, 5, 2		1	1
107	91	1/8	I		F	I	V	I	I						M	0	0	0, 4, 1		0	0
107	91	1/4	V7		F	I	V	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
107	91	3/8	V		F	I	V	V	V						M	0	0	1, 5, 2		1	1
108	92	0	I		F	I	V	I	I						M	0	0	0, 4, 1		0	0
108	92	1/8	V7]		F	I	V	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
108	92	1/4	I6\\		F	I		I6	I		6			\\	M	0	0	4, 1, 0		0	4
108	92	3/8	V		F	I		V	V						M	0	0	1, 5, 2		1	1
109	93	0	I		F	I		I	I						M	0	0	0, 4, 1		0	0
110	94	0	V		F	I		V	V						M	0	0	1, 5, 2		1	1
110	94	7/16	V7		F	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
111	95	0	I		F	I		I	I						M	0	0	0, 4, 1		0	0
111	95	1/8	ii6		F	I		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
111	95	1/4	V(64)		F	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
111	95	3/8	V7		F	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
112	96	0	I\\		F	I		I	I					\\	M	0	0	0, 4, 1		0	0
113	96	3/8	V		F	I		V	V						M	0	0	1, 5, 2		1	1
114	97	0	I		F	I		I	I						M	0	0	0, 4, 1		0	0
115	98	0	V7		F	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
116	99	0	I		F	I		I	I						M	0	0	0, 4, 1		0	0
116	99	1/16	V6		F	I		V6	V		6				M	0	0	5, 2, 1		1	5
116	99	1/8	vi		F	I		vi	vi						m	0	0	3, 0, 4		3	3
116	99	3/16	V		F	I		V	V						M	0	0	1, 5, 2		1	1
116	99	1/4	IV		F	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
116	99	5/16	ii		F	I		ii	ii						m	0	0	2, -1, 3		2	2
116	99	3/8	V(4)		F	I		V(4)	V			4			M	0	0	1, 0, 2		1	1
116	99	7/16	V		F	I		V	V						M	0	0	1, 5, 2		1	1
117	100	0	I\\		F	I		I	I					\\	M	0	0	0, 4, 1		0	0
118	100	3/8	V[I		F	I	V	I	I						M	0	0	0, 4, 1		0	0
119	101	0	V		F	I	V	V	V						M	0	0	1, 5, 2		1	1
119	101	1/8	I		F	I	V	I	I						M	0	0	0, 4, 1		0	0
119	101	1/4	V7		F	I	V	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
119	101	7/16	V		F	I	V	V	V						M	0	0	1, 5, 2		1	1
120	102	0	I		F	I	V	I	I						M	0	0	0, 4, 1		0	0
120	102	1/8	V7]		F	I	V	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
120	102	1/4	I6		F	I		I6	I		6				M	0	0	4, 1, 0		0	4
120	102	3/8	V[I		F	I	V	I	I						M	0	0	0, 4, 1		0	0
121	103	0	V		F	I	V	V	V						M	0	0	1, 5, 2		1	1
121	103	1/8	I		F	I	V	I	I						M	0	0	0, 4, 1		0	0
121	103	1/4	V7		F	I	V	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
121	103	3/8	V		F	I	V	V	V						M	0	0	1, 5, 2		1	1
122	104	0	I		F	I	V	I	I						M	0	0	0, 4, 1		0	0
122	104	1/8	V7]		F	I	V	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
122	104	1/4	I6\\		F	I		I6	I		6			\\	M	0	0	4, 1, 0		0	4
122	104	3/8	V		F	I		V	V						M	0	0	1, 5, 2		1	1
123	105	0	I		F	I		I	I						M	0	0	0, 4, 1		0	0
124	106	0	V7		F	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
125	107	0	I		F	I		I	I						M	0	0	0, 4, 1		0	0
125	107	1/16	V6		F	I		V6	V		6				M	0	0	5, 2, 1		1	5
125	107	1/8	vi		F	I		vi	vi						m	0	0	3, 0, 4		3	3
125	107	3/16	V		F	I		V	V						M	0	0	1, 5, 2		1	1
125	107	1/4	IV		F	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
125	107	5/16	ii		F	I		ii	ii						m	0	0	2, -1, 3		2	2
125	107	3/8	V(4)		F	I		V(4)	V			4			M	0	0	1, 0, 2		1	1
125	107	7/16	V		F	I		V	V						M	0	0	1, 5, 2		1	1
126	108	0	I\\		F	I		I	I					\\	M	0	0	0, 4, 1		0	0
127	108	3/8	V		F	I		V	V						M	0	0	1, 5, 2		1	1
128	109	0	I6		F	I		I6	I		6				M	0	0	4, 1, 0		0	4
128	109	1/8	I		F	I		I	I						M	0	0	0, 4, 1		0	0
128	109	3/8	ii	viio6	F	I		ii	ii						m	0	0	2, -1, 3		2	2
128	109	7/16	I6		F	I		I6	I		6				M	0	0	4, 1, 0		0	4
129	110	0	V7		F	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
