mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	1.0	0	0	3/4	2	1	g.i[i	g	i	i	i		i							m	1	1	0, -3, 1		0	0
1	1	1	1	1.0	1/4	1/4	3/4	2	1	iv	g	i	i	iv		iv							m	1	1	-1, -4, 0		-1	-1
1	1	2	2	1.0	1/2	1/2	3/4	2	1	i	g	i	i	i		i							m	1	1	0, -3, 1		0	0
2	2	3	3	2.5	0	0	3/4	2	1	#viio6	g	i	i	#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
2	2	11/2	11/2	0.5	5/8	5/8	3/4	2	1	VI6]	g	i	i	VI6		VI		6					M	1	1	0, -3, -4		-4	0
3	3	6	6	0.5	0	0	3/4	2	1	V6	g	i		V6		V		6					M	1	1	5, 2, 1		1	5
3	3	13/2	13/2	0.5	1/8	1/8	3/4	2	1	VI6	g	i		VI6		VI		6					M	1	1	0, -3, -4		-4	0
3	3	7	7	0.5	1/4	1/4	3/4	2	1	V6	g	i		V6		V		6					M	1	1	5, 2, 1		1	5
3	3	15/2	15/2	0.5	3/8	3/8	3/4	2	1	VI6	g	i		VI6		VI		6					M	1	1	0, -3, -4		-4	0
3	3	8	8	0.5	1/2	1/2	3/4	2	1	V6	g	i		V6		V		6					M	1	1	5, 2, 1		1	5
3	3	17/2	17/2	0.5	5/8	5/8	3/4	2	1	viio43/V	g	i		viio43/V		vii	o	43		V			o7	1	1	0, -3, 6, 3		6	0
4	4	9	9	1.0	0	0	3/4	2	1	V(764)	g	i		V(764)		V			764				M	1	1	1, 0, -3	-1	1	1
4	4	10	10	1.125	1/4	1/4	3/4	2	1	V\\	g	i		V		V						\\	M	1	1	1, 5, 2		1	1
4	4	89/8	89/8	0.875	17/32	17/32	3/4	2	1	V	g	i		V		V							M	1	1	1, 5, 2		1	1
5	5	12	12	1.0	0	0	3/4	2	1	i[i	g	i	i	i		i							m	1	1	0, -3, 1		0	0
5	5	13	13	1.0	1/4	1/4	3/4	2	1	V7/iv	g	i	i	V7/iv		V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
5	5	14	14	1.0	1/2	1/2	3/4	2	1	iv	g	i	i	iv		iv							m	1	1	-1, -4, 0		-1	-1
6	6	15	15	2.5	0	0	3/4	2	1	V7/iv]	g	i	i	V7/iv		V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
6	6	35/2	35/2	0.5	5/8	5/8	3/4	2	1	#viio43/iv	g	i		#viio43/iv		#vii	o	43		iv			o7	1	1	-2, -5, 4, 1		4	-2
7	7	18	18	0.5	0	0	3/4	2	1	iv6	g	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
7	7	37/2	37/2	0.5	1/8	1/8	3/4	2	1	III6	g	i		III6		III		6					M	1	1	1, -2, -3		-3	1
7	7	19	19	0.5	1/4	1/4	3/4	2	1	iv7	g	i		iv7		iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
7	7	39/2	39/2	0.5	3/8	3/8	3/4	2	1	i6	g	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
7	7	20	20	0.5	1/2	1/2	3/4	2	1	iio6	g	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
7	7	41/2	41/2	0.5	5/8	5/8	3/4	2	1	V7	g	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
8	8	21	21	1.0	0	0	3/4	2	1	i(9#74)	g	i		i(9#74)		i			9#74				m	1	1	0, -1, 1	2, 5	0	0
8	8	22	22	1.0	1/4	1/4	3/4	2	1	i\\	g	i		i		i						\\	m	1	1	0, -3, 1		0	0
8	8	23	23	0.5	1/2	1/2	3/4	2	1	i[i	g	i	i	i		i							m	1	1	0, -3, 1		0	0
8	8	47/2	47/2	0.5	5/8	5/8	3/4	2	1	#viio43	g	i	i	#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
9	9	24	24	1.5	0	0	3/4	2	1	i]	g	i	i	i		i							m	1	1	0, -3, 1		0	0
9	9	51/2	51/2	0.5	3/8	3/8	3/4	2	1	iv.#viio43	g	iv		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
9	9	26	26	0.5	1/2	1/2	3/4	2	1	i6	g	iv		i6		i		6					m	1	1	-3, 1, 0		0	-3
9	9	53/2	53/2	0.5	5/8	5/8	3/4	2	1	V43	g	iv		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
10	10	27	27	2.0	0	0	3/4	2	1	i\\	g	iv		i		i						\\	m	1	1	0, -3, 1		0	0
10	10	29	29	0.5	1/2	1/2	3/4	2	1	i[i	g	iv	i	i		i							m	1	1	0, -3, 1		0	0
10	10	59/2	59/2	0.5	5/8	5/8	3/4	2	1	#viio43	g	iv	i	#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
11	11	30	30	1.5	0	0	3/4	2	1	i]	g	iv	i	i		i							m	1	1	0, -3, 1		0	0
11	11	63/2	63/2	0.5	3/8	3/8	3/4	2	1	i.#viio6	g	i		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
11	11	32	32	0.5	1/2	1/2	3/4	2	1	i6	g	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
11	11	65/2	65/2	0.5	5/8	5/8	3/4	2	1	Fr6	g	i		Fr6	Fr	V		43	b5	V			Fr	1	1	-4, 0, 2, 6		2	-4
12	12	33	33	0.75	0	0	3/4	2	1	V(4)	g	i		V(4)		V			4				M	1	1	1, 0, 2		1	1
12	12	135/4	135/4	0.75	3/16	3/16	3/4	2	1	V\\	g	i		V		V						\\	M	1	1	1, 5, 2		1	1
12	12	69/2	69/2	0.5	3/8	3/8	3/4	2	1	V6	g	i		V6		V		6					M	1	1	5, 2, 1		1	5
12	12	35	35	0.5	1/2	1/2	3/4	2	1	i	g	i		i		i							m	1	1	0, -3, 1		0	0
12	12	71/2	71/2	0.5	5/8	5/8	3/4	2	1	i6	g	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
13	13	36	36	0.5	0	0	3/4	2	1	V7(4)	g	i		V7(4)		V		7	4				Mm7	1	1	1, 0, 2, -1		1	1
13	13	73/2	73/2	1.0	1/8	1/8	3/4	2	1	V7\\	g	i		V7		V		7				\\	Mm7	1	1	1, 5, 2, -1		1	1
13	13	75/2	75/2	0.5	3/8	3/8	3/4	2	1	V6	g	i		V6		V		6					M	1	1	5, 2, 1		1	5
13	13	38	38	0.5	1/2	1/2	3/4	2	1	i	g	i		i		i							m	1	1	0, -3, 1		0	0
13	13	77/2	77/2	0.5	5/8	5/8	3/4	2	1	Fr6	g	i		Fr6	Fr	V		43	b5	V			Fr	1	1	-4, 0, 2, 6		2	-4
14	14	39	39	3.0	0	0	3/4	2	1	V\\	g	i		V		V						\\	M	1	1	1, 5, 2		1	1
