mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	0.5	0	3/8	3/4	2	1	D.V	D	I		V		V							M	0	0	1, 5, 2		1	1
1	0	1/2	1.0	1/8	1/2	3/4	2	1	I	D	I		I		I							M	0	0	0, 4, 1		0	0
2	1	3/2	1.0	0	0	3/4	2	1	V43(4)	D	I		V43(4)		V		43	4				Mm7	0	0	2, -1, 1, 0		1	2
2	1	5/2	1.0	1/4	1/4	3/4	2	1	V43	D	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
2	1	7/2	1.0	1/2	1/2	3/4	2	1	V65	D	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
3	2	9/2	1.0	0	0	3/4	2	1	I	D	I		I		I							M	0	0	0, 4, 1		0	0
3	2	11/2	0.5	1/4	1/4	3/4	2	1	V	D	I		V		V							M	0	0	1, 5, 2		1	1
3	2	6	1.0	3/8	3/8	3/4	2	1	vi	D	I		vi		vi							m	0	0	3, 0, 4		3	3
3	2	7	0.5	5/8	5/8	3/4	2	1	#viio43/ii	D	I		#viio43/ii		#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
4	3	15/2	2.5	0	0	3/4	2	1	ii6	D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
4	3	10	0.5	5/8	5/8	3/4	2	1	vii%7/V	D	I		vii%7/V		vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
5	4	21/2	1.0	0	0	3/4	2	1	V(64)	D	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
5	4	23/2	0.5	1/4	1/4	3/4	2	1	V\\	D	I		V		V						\\	M	0	0	1, 5, 2		1	1
5	4	12	0.5	3/8	3/8	3/4	2	1	V	D	I		V		V							M	0	0	1, 5, 2		1	1
5	4	25/2	1.0	1/2	1/2	3/4	2	1	I	D	I		I		I							M	0	0	0, 4, 1		0	0
6	5	27/2	1.0	0	0	3/4	2	1	V43(4)	D	I		V43(4)		V		43	4				Mm7	0	0	2, -1, 1, 0		1	2
6	5	29/2	1.0	1/4	1/4	3/4	2	1	V43	D	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
6	5	31/2	1.0	1/2	1/2	3/4	2	1	V65	D	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
7	6	33/2	1.0	0	0	3/4	2	1	I	D	I		I		I							M	0	0	0, 4, 1		0	0
7	6	35/2	0.5	1/4	1/4	3/4	2	1	V	D	I		V		V							M	0	0	1, 5, 2		1	1
7	6	18	0.5	3/8	3/8	3/4	2	1	vi	D	I		vi		vi							m	0	0	3, 0, 4		3	3
7	6	37/2	0.5	1/2	1/2	3/4	2	1	ii6	D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
7	6	19	0.5	5/8	5/8	3/4	2	1	ii	D	I		ii		ii							m	0	0	2, -1, 3		2	2
