mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	3/4	2/2	1	1	.a.V		a	i		V	V							M	1	1	1, 5, 2		1	1
2	1	0	0	2/2	1	1	i[i		a	i	i	i	i							m	1	1	0, -3, 1		0	0
3	2	0	0	2/2	1	1	iio6		a	i	i	iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
3	2	1/2	1/2	2/2	1	1	V43		a	i	i	V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
4	3	0	0	2/2	1	1	i]		a	i	i	i	i							m	1	1	0, -3, 1		0	0
4	3	1/2	1/2	2/2	1	1	iio6		a	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
4	3	3/4	3/4	2/2	1	1	iv		a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
5	4	0	0	2/2	1	1	V		a	i		V	V							M	1	1	1, 5, 2		1	1
5	4	1/2	1/2	2/2	1	1	V65		a	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
6	5	0	0	2/2	1	1	i		a	i		i	i							m	1	1	0, -3, 1		0	0
6	5	1/2	1/2	2/2	1	1	v.iio6		a	v		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
7	6	0	0	2/2	1	1	V7		a	v		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
7	6	1/2	1/2	2/2	1	1	VI		a	v		VI	VI							M	1	1	-4, 0, -3		-4	-4
7	6	3/4	3/4	2/2	1	1	i6		a	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
8	7	0	0	2/2	1	1	iio6		a	v		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
8	7	1/2	1/2	2/2	1	1	V7		a	v		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
9	8	0	0	2/2	1	1	i\\		a	v		i	i						\\	m	1	1	0, -3, 1		0	0
10	8	0	3/4	2/2	1	1	i.V		a	i		V	V							M	1	1	1, 5, 2		1	1
11	9	0	0	2/2	1	1	iv		a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
11	9	1/4	1/4	2/2	1	1	viio64/VII		a	i		viio64/VII	vii	o	64		VII			o	1	1	-3, 3, 0		3	-3
11	9	1/2	1/2	2/2	1	1	VII6		a	i		VII6	VII		6					M	1	1	2, -1, -2		-2	2
11	9	3/4	3/4	2/2	1	1	V7		a	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
12	10	0	0	2/2	1	1	i\\		a	i		i	i						\\	m	1	1	0, -3, 1		0	0
12	10	3/4	3/4	2/2	1	1	i		a	i		i	i							m	1	1	0, -3, 1		0	0
13	11	0	0	2/2	1	1	.bII	vii6	a	i		bII	bII							M	1	1	-5, -1, -4		-5	-5
13	11	1/4	1/4	2/2	1	1	V65/III		a	i		V65/III	V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
13	11	1/2	1/2	2/2	1	1	III		a	i		III	III							M	1	1	-3, 1, -2		-3	-3
13	11	3/4	3/4	2/2	1	1	V65/iv		a	i		V65/iv	V		65		iv			Mm7	1	1	4, 1, -2, 0		0	4
14	12	0	0	2/2	1	1	iv\\		a	i		iv	iv						\\	m	1	1	-1, -4, 0		-1	-1
14	12	3/4	3/4	2/2	1	1	iv		a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
15	13	0	0	2/2	1	1	V		a	i		V	V							M	1	1	1, 5, 2		1	1
15	13	1/2	1/2	2/2	1	1	V7/iv		a	i		V7/iv	V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
16	14	0	0	2/2	1	1	iv		a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
16	14	1/4	1/4	2/2	1	1	iio6		a	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
16	14	1/2	1/2	2/2	1	1	V7		a	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
17	15	0	0	2/2	1	1	i		a	i		i	i							m	1	1	0, -3, 1		0	0
17	15	1/4	1/4	2/2	1	1	VI		a	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
17	15	1/2	1/2	2/2	1	1	iio6		a	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
17	15	3/4	3/4	2/2	1	1	V7		a	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
18	16	0	0	2/2	1	1	i(9#74)		a	i		i(9#74)	i			9#74				m	1	1	0, -1, 1	2, 5	0	0
18	16	1/2	1/2	2/2	1	1	i\\		a	i		i	i						\\	m	1	1	0, -3, 1		0	0
19	16	0	3/4	2/2	1	1	V		a	i		V	V							M	1	1	1, 5, 2		1	1
20	17	0	0	2/2	1	1	i		a	i		i	i							m	1	1	0, -3, 1		0	0
20	17	3/8	3/8	2/2	1	1	VI		a	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
20	17	1/2	1/2	2/2	1	1	i6		a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
21	18	0	0	2/2	1	1	ii%65		a	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
21	18	1/2	1/2	2/2	1	1	V7		a	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
22	19	0	0	2/2	1	1	i		a	i		i	i							m	1	1	0, -3, 1		0	0
