mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	1/4	2/4	1	1	.Eb.I6		Eb	I		I6		I		6				M	0	0	4, 1, 0		0	4
2	1	0	0	2/4	1	1	I(9)		Eb	I		I(9)		I			9			M	0	0	0, 4, 1	2	0	0
2	1	1/8	1/8	2/4	1	1	I		Eb	I		I		I						M	0	0	0, 4, 1		0	0
3	2	0	0	2/4	1	1	V7(4)		Eb	I		V7(4)		V		7	4			Mm7	0	0	1, 0, 2, -1		1	1
3	2	1/8	1/8	2/4	1	1	V7		Eb	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
3	2	1/4	1/4	2/4	1	1	ii	viio6	Eb	I		ii		ii						m	0	0	2, -1, 3		2	2
4	3	0	0	2/4	1	1	V7(4)		Eb	I		V7(4)		V		7	4			Mm7	0	0	1, 0, 2, -1		1	1
4	3	1/8	1/8	2/4	1	1	V7		Eb	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
5	4	0	0	2/4	1	1	I\\		Eb	I		I		I					\\	M	0	0	0, 4, 1		0	0
5	4	1/4	1/4	2/4	1	1	I6		Eb	I		I6		I		6				M	0	0	4, 1, 0		0	4
6	5	0	0	2/4	1	1	V43		Eb	I		V43		V		43				Mm7	0	0	2, -1, 1, 5		1	2
6	5	1/8	1/8	2/4	1	1	I		Eb	I		I		I						M	0	0	0, 4, 1		0	0
6	5	1/4	1/4	2/4	1	1	I6		Eb	I		I6		I		6				M	0	0	4, 1, 0		0	4
7	6	0	0	2/4	1	1	V43		Eb	I		V43		V		43				Mm7	0	0	2, -1, 1, 5		1	2
7	6	1/8	1/8	2/4	1	1	I		Eb	I		I		I						M	0	0	0, 4, 1		0	0
7	6	1/4	1/4	2/4	1	1	I6		Eb	I		I6		I		6				M	0	0	4, 1, 0		0	4
7	6	3/8	3/8	2/4	1	1	V+6/IV		Eb	I		V+6/IV		V	+	6		IV		+	0	0	4, 8, 0		0	4
