mc	mn	keysig	timesig	act_dur	offset	voices	repeats	volta	barline	numbering_offset	dont_count	next
1	1	3	6/8	3/4	0	4	firstMeasure					2
2	2	3	6/8	3/4	0	4						3
3	3	3	6/8	3/4	0	4						4
4	4	3	6/8	3/4	0	3						5
5	5	3	6/8	3/4	0	4						6
6	6	3	6/8	3/4	0	4						7
7	7	3	6/8	3/4	0	4						8
8	8	3	6/8	3/4	0	3						9
9	9	3	6/8	3/4	0	3						10
10	10	3	6/8	3/4	0	3						11
11	11	3	6/8	3/4	0	3						12
12	12	3	6/8	3/4	0	3						13
13	13	3	6/8	3/4	0	2						14
14	14	3	6/8	3/4	0	2						15
15	15	3	6/8	3/4	0	2						16
16	16	3	6/8	3/4	0	2						17
17	17	3	6/8	3/4	0	2						18
18	18	3	6/8	3/4	0	2						19
19	19	3	6/8	3/4	0	3						20
20	20	3	6/8	3/4	0	3						21
21	21	3	6/8	3/4	0	3						22
22	22	3	6/8	3/4	0	3						23
23	23	3	6/8	3/4	0	3						24
24	24	3	6/8	3/4	0	2						25
25	25	3	6/8	3/4	0	2						26
26	26	3	6/8	3/4	0	4						27
27	27	3	6/8	3/4	0	4						28
28	28	3	6/8	3/4	0	4						29
29	29	3	6/8	3/4	0	3						30
30	30	3	6/8	3/4	0	2						31
31	31	3	6/8	3/4	0	2						32
32	32	3	6/8	3/4	0	2						33
33	33	3	6/8	3/4	0	2						34
34	34	3	6/8	3/4	0	2						35
35	35	3	6/8	3/4	0	2						36
36	36	3	6/8	3/4	0	2						37
37	37	3	6/8	3/4	0	2						38
38	38	3	6/8	3/4	0	2						39
39	39	3	6/8	3/4	0	2						40
40	40	3	6/8	3/4	0	2						41
41	41	3	6/8	3/4	0	2						42
42	42	3	6/8	3/4	0	2						43
43	43	3	6/8	3/4	0	3						44
44	44	3	6/8	3/4	0	3						45
45	45	3	6/8	3/4	0	3						46
46	46	3	6/8	3/4	0	3						47
47	47	3	6/8	3/4	0	3						48
48	48	3	6/8	3/4	0	2						49
49	49	3	6/8	3/4	0	3						50
50	50	3	6/8	3/4	0	2						51
51	51	3	6/8	3/4	0	2						52
52	52	3	6/8	3/4	0	2						53
53	53	3	6/8	3/4	0	2						54
54	54	3	6/8	3/4	0	2						55
55	55	3	6/8	3/4	0	2						56
56	56	3	6/8	3/4	0	3						57
57	57	3	6/8	3/4	0	2						58
58	58	3	6/8	3/4	0	2						59
59	59	3	6/8	3/4	0	3						60
60	60	3	6/8	3/4	0	2						61
61	61	3	6/8	3/4	0	2						62
62	62	3	6/8	3/4	0	2						63
63	63	3	6/8	3/4	0	2						64
64	64	3	6/8	3/4	0	3						65
65	65	3	6/8	3/4	0	3						66
66	66	3	6/8	3/4	0	3						67
67	67	3	6/8	3/4	0	3						68
68	68	3	6/8	3/4	0	2						69
69	69	3	6/8	3/4	0	2						70
70	70	3	6/8	3/4	0	2						71
71	71	3	6/8	3/4	0	2						72
72	72	3	6/8	3/4	0	2						73
73	73	3	6/8	3/4	0	2						74
74	74	3	6/8	3/4	0	2						75
75	75	3	6/8	3/4	0	2						76
76	76	3	6/8	3/4	0	2						77
77	77	3	6/8	3/4	0	2						78
78	78	3	6/8	3/4	0	3						79
79	79	3	6/8	3/4	0	4						80
80	80	3	6/8	3/4	0	4						81
81	81	3	6/8	3/4	0	4						82
82	82	3	6/8	3/4	0	3						83
83	83	3	6/8	3/4	0	5						84
84	84	3	6/8	3/4	0	5						85
85	85	3	6/8	3/4	0	5						86
86	86	3	6/8	3/4	0	5						87
87	87	3	6/8	3/4	0	6						88
88	88	3	6/8	3/4	0	6						89
89	89	3	6/8	3/4	0	2						90
90	90	3	6/8	3/4	0	2						91
91	91	3	6/8	3/4	0	2						92
92	92	3	6/8	3/4	0	2	endRepeat					1, 93
93	93	3	6/8	3/4	0	2	startRepeat		start-repeat			94
94	94	3	6/8	3/4	0	4						95
95	95	3	6/8	3/4	0	4						96
96	96	3	6/8	3/4	0	3						97
97	97	3	6/8	3/4	0	4						98
98	98	3	6/8	3/4	0	4						99
99	99	3	6/8	3/4	0	4						100
100	100	3	6/8	3/4	0	4						101
101	101	3	6/8	3/4	0	2						102
102	102	3	6/8	3/4	0	2						103
103	103	3	6/8	3/4	0	2						104
104	104	3	6/8	3/4	0	2						105
105	105	3	6/8	3/4	0	3						106
106	106	3	6/8	3/4	0	3						107
107	107	3	6/8	3/4	0	2						108
108	108	3	6/8	3/4	0	2						109
109	109	3	6/8	3/4	0	2						110
110	110	3	6/8	3/4	0	2						111
111	111	3	6/8	3/4	0	2						112
112	112	3	6/8	3/4	0	2						113
113	113	3	6/8	3/4	0	2						114
114	114	3	6/8	3/4	0	3						115
115	115	3	6/8	3/4	0	3						116
116	116	3	6/8	3/4	0	3						117
117	117	3	6/8	3/4	0	3						118
118	118	3	6/8	3/4	0	2						119
119	119	3	6/8	3/4	0	2						120
120	120	3	6/8	3/4	0	2						121
121	121	3	6/8	3/4	0	2						122
122	122	3	6/8	3/4	0	2						123
123	123	3	6/8	3/4	0	2						124
124	124	3	6/8	3/4	0	2						125
125	125	3	6/8	3/4	0	2						126
126	126	3	6/8	3/4	0	3						127
127	127	3	6/8	3/4	0	3						128
128	128	3	6/8	3/4	0	2						129
129	129	3	6/8	3/4	0	3						130
130	130	3	6/8	3/4	0	3						131
131	131	3	6/8	3/4	0	3						132
132	132	3	6/8	3/4	0	3						133
133	133	3	6/8	3/4	0	3						134
134	134	3	6/8	3/4	0	2						135
135	135	3	6/8	3/4	0	2						136
136	136	3	6/8	3/4	0	2						137
137	137	3	6/8	3/4	0	2						138
138	138	3	6/8	3/4	0	2						139
139	139	3	6/8	3/4	0	2						140
140	140	3	6/8	3/4	0	2						141
141	141	3	6/8	3/4	0	3						142
142	142	3	6/8	3/4	0	3						143
143	143	3	6/8	3/4	0	3						144
144	144	3	6/8	3/4	0	3						145
145	145	3	6/8	3/4	0	3						146
146	146	3	6/8	3/4	0	3						147
147	147	3	6/8	3/4	0	3						148
148	148	3	6/8	3/4	0	2						149
149	149	3	6/8	3/4	0	2						150
150	150	3	6/8	3/4	0	4						151
151	151	3	6/8	3/4	0	4						152
152	152	3	6/8	3/4	0	4						153
153	153	3	6/8	3/4	0	3						154
154	154	3	6/8	3/4	0	4						155
155	155	3	6/8	3/4	0	4						156
156	156	3	6/8	3/4	0	4						157
157	157	3	6/8	3/4	0	3						158
158	158	3	6/8	3/4	0	3						159
159	159	3	6/8	3/4	0	3						160
