mc	mn	keysig	timesig	act_dur	offset	voices	repeats	volta	barline	numbering_offset	dont_count	next
1	1	4	2/4	1/2	0	3	firstMeasure					2
2	2	4	2/4	1/2	0	3						3
3	3	4	2/4	1/2	0	2						4
4	4	4	2/4	1/2	0	2						5
5	5	4	2/4	1/2	0	2						6
6	6	4	2/4	1/2	0	2						7
7	7	4	2/4	1/2	0	2						8
8	8	4	2/4	1/2	0	2						9
9	9	4	2/4	1/2	0	3						10
10	10	4	2/4	1/2	0	3						11
11	11	4	2/4	1/2	0	3						12
12	12	4	2/4	1/2	0	2						13
13	13	4	2/4	1/2	0	2						14
14	14	4	2/4	1/2	0	2						15
15	15	4	2/4	1/2	0	2						16
16	16	4	2/4	1/2	0	2						17
17	17	4	2/4	1/2	0	2						18
18	18	4	2/4	1/2	0	2						19
19	19	4	2/4	1/2	0	3						20
20	20	4	2/4	1/2	0	3						21
21	21	4	2/4	1/2	0	3						22
22	22	4	2/4	1/2	0	3						23
23	23	4	2/4	1/2	0	3						24
24	24	4	2/4	1/2	0	3						25
25	25	4	2/4	1/2	0	3						26
26	26	4	2/4	1/2	0	3						27
27	27	4	2/4	1/2	0	3						28
28	28	4	2/4	1/2	0	2						29
29	29	4	2/4	1/2	0	2						30
30	30	4	2/4	1/2	0	2						31
31	31	4	2/4	1/2	0	2						32
32	32	4	2/4	1/2	0	2						33
33	33	4	2/4	1/2	0	2						34
34	34	4	2/4	1/2	0	2						35
35	35	4	2/4	1/2	0	2						36
36	36	4	2/4	1/2	0	2						37
37	37	4	2/4	1/2	0	2						38
38	38	4	2/4	1/2	0	2						39
39	39	4	2/4	1/2	0	2						40
40	40	4	2/4	1/2	0	2						41
41	41	4	2/4	1/2	0	2						42
42	42	4	2/4	19/16	0	3						43
43	43	4	2/4	1/2	0	3						44
44	44	4	2/4	1/2	0	3						45
45	45	4	2/4	1/2	0	2						46
46	46	4	2/4	1/2	0	2						47
47	47	4	2/4	1/2	0	2						48
48	48	4	2/4	1/2	0	2						49
49	49	4	2/4	1/2	0	3						50
50	50	4	2/4	1/2	0	2			double			51
51	51	1	2/4	1/2	0	3						52
52	52	1	2/4	1/2	0	3						53
53	53	1	2/4	1/2	0	3						54
54	54	1	2/4	1/2	0	3						55
55	55	1	2/4	1/2	0	3						56
56	56	1	2/4	1/2	0	3						57
57	57	1	2/4	1/2	0	3						58
58	58	1	2/4	1/2	0	2						59
59	59	1	2/4	1/2	0	2						60
60	60	1	2/4	1/2	0	3						61
61	61	1	2/4	1/2	0	2						62
62	62	1	2/4	1/2	0	2						63
63	63	1	2/4	1/2	0	3						64
64	64	1	2/4	1/2	0	3						65
65	65	1	2/4	1/2	0	3						66
66	66	1	2/4	1/2	0	3						67
67	67	1	2/4	1/2	0	3						68
68	68	1	2/4	1/2	0	3						69
69	69	1	2/4	1/2	0	3						70
70	70	1	2/4	1/2	0	3						71
71	71	1	2/4	1/2	0	3						72
72	72	1	2/4	1/2	0	3						73
73	73	1	2/4	1/2	0	3						74
74	74	1	2/4	1/2	0	2						75
75	75	1	2/4	1/2	0	3						76
76	76	1	2/4	1/2	0	3						77
77	77	1	2/4	1/2	0	3						78
78	78	1	2/4	1/2	0	3						79
79	79	1	2/4	1/2	0	3						80
80	80	1	2/4	1/2	0	3						81
81	81	1	2/4	1/2	0	3						82
82	82	1	2/4	1/2	0	2			double			83
83	83	4	2/4	1/2	0	3						84
84	84	4	2/4	1/2	0	3						85
85	85	4	2/4	1/2	0	2						86
86	86	4	2/4	1/2	0	2						87
87	87	4	2/4	1/2	0	2						88
88	88	4	2/4	1/2	0	2						89
89	89	4	2/4	1/2	0	2						90
90	90	4	2/4	1/2	0	2						91
91	91	4	2/4	1/2	0	3						92
92	92	4	2/4	1/2	0	3						93
93	93	4	2/4	1/2	0	3						94
94	94	4	2/4	1/2	0	2						95
95	95	4	2/4	1/2	0	2						96
96	96	4	2/4	1/2	0	2						97
97	97	4	2/4	1/2	0	2						98
98	98	4	2/4	1/2	0	2						99
99	99	4	2/4	1/2	0	2						100
100	100	4	2/4	1/2	0	2	lastMeasure		end			-1
